0,1,2,3,4,5,6
0.0,0.0,35.0,0.0,19.0,42.0,0.0
0.0,0.0,28.0,0.0,35.0,49.0,0.0
0.0,0.0,27.0,0.0,12.0,35.0,0.0
0.0,0.0,43.0,0.0,2.0,40.0,0.0
0.0,0.0,42.0,0.0,14.0,45.0,0.0
0.0,0.0,40.0,1.0,4.0,44.0,0.0
0.0,0.0,51.0,1.0,14.0,44.0,0.0
0.0,0.0,57.0,0.0,7.0,71.0,0.0
0.0,0.0,63.0,2.0,27.0,78.0,0.0
0.0,0.0,51.0,1.0,38.0,86.0,0.0
0.0,0.0,38.0,0.0,24.0,77.0,0.0
0.0,0.0,22.0,4.0,23.0,70.0,0.0
0.0,0.0,9.0,0.0,18.0,83.0,0.0
0.0,0.0,10.0,3.0,8.0,86.0,0.0
0.0,0.0,1.0,2.0,2.0,91.0,0.0
0.0,0.0,0.0,13.0,8.0,85.0,0.0
0.0,0.0,0.0,8.0,15.0,106.0,0.0
0.0,0.0,0.0,2.0,0.0,82.0,0.0
0.0,0.0,0.0,26.0,0.0,55.0,0.0
0.0,0.0,0.0,14.0,0.0,58.0,0.0
0.0,0.0,0.0,5.0,0.0,88.0,0.0
0.0,0.0,0.0,4.0,0.0,69.0,0.0
0.0,0.0,0.0,0.0,0.0,43.0,0.0
0.0,0.0,0.0,3.0,0.0,20.0,0.0
0.0,0.0,0.0,0.0,0.0,33.0,0.0
0.0,0.0,0.0,0.0,0.0,19.0,0.0
0.0,0.0,0.0,0.0,0.0,11.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
